patent_id,section_id,subsection_id,group_id,subgroup_id,category,sequence,text,uuid
6887040,['F'],['F01'],['F01D'],['F01D9/042'],['inventional'],[0],"A turbine blade/vane, comprising: a profiled blade/vane aerofoil, extending along a blade/vane axis and on which are integrally formed, in an end region, a hot-gas platform extending transversel to the blade/vane axis and, above it, a load platform, wherein a mechanical connection between the load platform and the hot-gas platform is exclusively formed by the blade/vane aerofoil.",26f47221-ebc9-11ea-a344-121df0c29c1e
6887042,['F'],['F01'],['F01D'],['F01D5/142'],['inventional'],[0],"A blade structure in a gas turbine, comprising: stationary blades arrayed in a circle on a casing; moving blades arrayed in a circle on a rotor, wherein a clearance is provided between tips of the moving blades and the casing, wherein an entrance metal angle at a tip portion of the stationary blade that is the stationary blade at a rear stage of the moving blade having the tip clearance is smaller than an entrance metal angle at other portions than the tip portion of the stationary blade.",38ad34c3-ebd2-11ea-a344-121df0c29c1e
6887044,['F'],['F05'],['F05C'],['F05C2203/0865'],['additional'],[7],"A gas turbine blade with a ceramic thermal insulation layer that comprises 10 to 95 percent by weight magnesium aluminate (MgAl 2 O 4 ), 5 to 90 percent by weight magnesium oxide (MgO), 0 to 20 percent by weight aluminum oxide (Al 2 O 3 ) as well as a residue of ordinary impurities and is embedded in the granules of magnesium oxide (MgO) with an average diameter of 0.1 ����m to 10 ����m in a matrix of spinel-shaped magnesium aluminate (MgAl 2 O 4 ), whereby the ceramic thermal insulation layer has a porosity exceeding 3 pe",2a51d3ac-ebbe-11ea-a344-121df0c29c1e
6887045,['F'],['F04'],['F04B'],['F04B1/30'],['inventional'],[3],"A hydraulic transformer comprising a multiplicity of displacers guided in a displacement member, delimiting a variable displacer volume, and supported on a cam element, wherein a pressure medium supply and discharge are controllable with the aid of a control member, the control member comprising at least three control kidneys that are connected with a work port (A), a supply port (P), and a tank port (T), respectively, and wherein a first component of a group including said displacement member, said cam element and said control member is rotatably driven with the aid of a drive mechanism, whereas a second component of the group with the exception of said control member is rotated as a result of the reaction forces, and a third component with the exception of said cam element is fixedly mounted in a housing of said hydraulic transformer.",1d9c86f7-ebba-11ea-a344-121df0c29c1e
6887050,['F'],['F04'],['F04C'],['F04C23/008'],['inventional'],[3],"A horizontal compressor assembly comprising: a housing defining an interior plenum, a lower portion of said plenum defining an oil sump; a compressor mechanism disposed within said housing; a motor disposed within said housing; a shaft having a first end and an opposite second end, said first end operably coupled to said compressor mechanism, said shaft extending through said motor and operably coupled thereto, said second end extending outwardly from said motor, said shaft defining a rotational axis having a substantially horizontal orientation; and a bearing support secured within said housing, said bearing support including a radially inner shaft support member, a radially outer support member, and plurality of support arms extending between said inner and outer support members, said outer support member having a radially outer surface, a substantial portion of said radially outer surface engaged with said housing, said radially outer surface and said housing defining a first gap therebetween proximate a lowermost portion of said outer support member and wherein said lowermost portion extends freely through an arc of at least approximately 120 degrees between lowermost adjacent ones of said plurality of support arms.",19a225be-ebb9-11ea-a344-121df0c29c1e
6887053,['F'],['F02'],['F02B'],['F02B2053/005'],['additional'],[2],"A rotary piston engine in trochoidal design comprising: a light metal rotor housing; at least one light metal side part; an eccentric shaft; a bearing body that is disposed in the side part for receiving the eccentric shaft, the bearing body having an area of maximum gas pressure; at least one tie rod holding the bearing body's area of maximum gas pressure, the tie rod being oriented approximately radially in relation to the bearing body; and a support element resting on the side part and the rotor housing and being connected to each tie rod.",1ae55d81-ebbc-11ea-a344-121df0c29c1e
6887054,['F'],['F04'],['F04C'],['F04C14/08'],['inventional'],[0],"A rotary fluid pressure device of the type including housing having a fluid inlet port and a fluid outlet port; fluid pressure-operated displacement means associated with said housing, and including an internally-toothed ring member, and an externally-toothed star member eccentrically disposed within said ring member for relative orbital and rotational movement therebetween to define a plurality of expanding and contracting fluid volume chambers in response to said orbital and rotational movements, and minimum and maximum volume transition chambers; a valve member cooperating with said housing to provide fluid communication between said inlet port and said expanding volume chambers and between said contracting volume chambers and said outlet port; said valve member and said housing cooperating to define a nominal valve overlap; wherein the improvement comprises: a first oil passage with relatively high pressure fluid therein surrounding the gear set, a plurality of second oil passageways connecting the first oil passageway to the expanding and contracting oil chambers, fluid non-return valves in each of the second oil passageways to permit the flow of oil therethrough only in a direction to the first oil passageway from the oil chambers; and a fluid valve means associated with the device and connected to the chambers by third fluid passageways, and pilot operated check valves are imposed in the third fluid passageways to permit fluid flow thereby only in a direction to the chambers from the fluid valve means.",2cc56b83-ebd1-11ea-a344-121df0c29c1e
6887078,['G'],['G16'],['G16H'],['G16H20/40'],['additional'],[3],"Process for tridimensional impression-taking of an arch area, characterized in that it consists in: providing a casting of at least the arch area intended to receive a prosthesis, the casting mounted on a stand; positioning the casting opposite a device for acquisition of a shape of the arch area intended to receive the prosthesis, identifying silts whose shape acquisition is difficult or impossible to carry out as is, effecting, according to said identifying, a removal of portions of the casting such that said sites are visible by said device for acquisition; carrying out at least one shape acquisition of said casting on said stand after said removal, and restoring the shape of the arch area whose shape must be obtained, from the different shape acquisitions that were carried out.",33af8828-ebb6-11ea-a344-121df0c29c1e
6887089,['H'],['H01'],['H01R'],['H01R13/62905'],['additional'],[3],"A lever-type connector ( 30 ) having a housing ( 31 ) for accommodating terminal fittings ( 33 ) that can be brought into contact with mating terminal fittings ( 22 ), the housing ( 31 ) being connectable with a mating housing ( 21 ), and at least one lever ( 38 ) rotatably supported thereon, comprising: at least one cam means ( 39 ) on the lever ( 38 ) for engaging at least one mating cam means ( 24 ) on the mating housing ( 21 ) and a supportable portion ( 40 ) on the lever ( 38 ) for slidable support on a supporting portion ( 47 ) of a supporting member ( 46 ) to permit rotation of the lever ( 38 ); the housing ( 31 ) is displaced to approach the supporting member ( 46 ) as the housings ( 31 , 21 ) are connected, and the supportable portion ( 40 ) is moved relative to the supporting portion ( 47 ) to rotate the lever ( 38 ), thereby engaging the cam means ( 24 ) with the mating cam means ( 39 ) to exhibit a cam action; a moving plate ( 35 ) formed with positioning holes ( 42 ) for receiving and positioning the terminal fittings ( 33 ), the moving plate ( 35 ) being mounted in the housing ( 31 ) for movement substantially along a connecting direction (CD).",036df82e-ebbf-11ea-a344-121df0c29c1e
6887096,['H'],['H05'],['H05K'],['H05K1/11'],['additional'],[4],"A connector for making electrical connection, comprising: a first member having a plurality of terminals made of a conductive material; a second member having a plurality of electrodes that are provided at positions corresponding to the terminals and come into contact with the terminals, wherein the electrodes include at least one separation detecting electrode that is formed smaller than other electrodes, and wherein, upon separation of the first member and the second member, the terminal corresponding to the separation detecting electrode is separated from the separation detecting electrode prior to separation of other terminals from corresponding electrodes; and a signal generation circuit that generates a modulated signal having a predetermined format, wherein the modulated signal flows through the separation detecting electrode and the terminal corresponding to the separation detecting electrode only when the separation detecting electrode and the terminal corresponding to the separation detecting electrode are in contact.",2945f9e7-ebb6-11ea-a344-121df0c29c1e
6887097,['H'],['H05'],['H05K'],['H05K3/325'],['additional'],[4],"A terminal for electrically connecting a button battery, the terminal comprising: a terminal base for mounting the terminal on a substrate; a spring-contact member continuously encircling the terminal base, the spring contact member being adapted to resiliently contact a flat electrode terminal of the button battery; and connecting portions connecting the spring-contact member to the terminal base, wherein the terminal base, the spring-contact member and the connecting portions are integrally formed from a conductive flat plate.",18fff1e9-ebd2-11ea-a344-121df0c29c1e
6887099,['H'],['H01'],['H01R'],['H01R13/659'],['additional'],[3],"A multi-layer connector comprising a plastic housing, terminals and a metal housing; wherein, the plastic housing is consisted of a plastic body and a terminal support; wherein, a front side of the plastic body is disposed with five analog connecting openings having identical dimensions corresponding with those of signal connecting nuts, a rear side of the plastic body is disposed with sliding channels, an upper portion of the plastic housing is provided with a fastening mechanism for joining with the terminal support, an interior of the terminal support is divided into various compartments, a lower portion of the terminal support is disposed with terminal openings for penetrating through terminal pins, and an upper rear portion of the terminal support is formed with a fastening mechanism for corresponding with the fastening mechanism of the plastic body; the plurality of terminals is inserted into appropriate positions within the plastic housing, with front ends thereof inserted and located into the sliding channels and main bodies thereof placed into different compartments divided in the terminal support; the metal housing is for covering the aforesaid assembled structure, and has openings for penetrating the signal connecting nuts to an exterior; and to assemble the aforesaid structure, the terminal main bodies are inserted into the terminal support, the terminal front ends are inserted into the sliding channels in the plastic body, positioning pins at the lower portion of the plastic body are inserted into positioning openings at the lower portion of the terminal the fastening mechanisms of the terminal support and the plastic body are wedged and fastened with each other, and the assembled structure is covered and fixed using the metal housing.",34ddbca9-ebc1-11ea-a344-121df0c29c1e
6887101,['H'],['H01'],['H01R'],['H01R33/945'],['inventional'],[0],"A connector for differential transmission, comprising: a connector housing; a connector main body attached to the connector housing, the connector main body including a differential transmission electric connector part connectable to a connector of an apparatus, the differential transmission electric connector part having a plurality of signal contact pairs and a plurality of ground contact members arranged alternately, the signal contact pairs each including first and second signal contact members; and a photoelectric conversion module provided to the connector housing to be electrically connected to the connector main body, the photoelectric conversion module including a photoelectric conversion part and an optical fiber cable connector part to which an optical fiber cable is connectable, wherein the differential transmission electric connector part of the connector main body is provided to a first end of the connector housing, and the optical fiber cable connector part of the photoelectric conversion module is provided to a second end of the connector housing, the second end being opposite to the first end.",04786fd3-ebc8-11ea-a344-121df0c29c1e
6887102,['H'],['H01'],['H01R'],['H01R24/40'],['inventional'],[0],"A nut member for a coaxial cable connector, the nut member comprising a nut body having a central longitudinal axis and a central hole, the nut body comprising: a driving head portion having a rear end, a front end, an outer side surface, and an inner side surface extending from the rear end to the front end, the inner side surface defining at least part of the central hole, the outer side surface comprising a plurality of oppositely disposed flat sides disposed substantially parallel with the central longitudinal axis, wherein each of the flat sides lies in a respective plane disposed at least a minimum radial distance R F from the central longitudinal axis, wherein the planes of respective adjacent flat sides intersect along respective apex lines disposed at a radial distance R X from the central longitudinal axis, wherein adjacent flat sides intersect along corner edges disposed at a radial distance R C from the central longitudinal axis, wherein (R C ������R F )/(R X ������R F )>0.on having a rear end disposed at the front end of the driving bead portion, a front end, an outer side surface having a maximum radius less than R F such that a minimum radial offset is provided between the outer side surface of the driving head portion and the outer side surface of the annular portion, and an inner side surface extending from the rear end of the annular portion to the front end of the annular portion, the inner side surface of the annular portion defining at least part of the central hole; wherein at least one of the inner side surface of the driving head portion and the inner side surface of the annular portion has threads; wherein at least two of the flat sides are grooved with at least one longitudinal groove, each of the grooves having a respective maximum width, w i , and a respective maximum depth, wherein each grooved flat side has a respective total groove width ����w i , wherein the respective maximum depth of each of the grooves is not greater than the radial offset betweener side surfaces of the driving head portion and the annular portion.",08ee51e0-ebb6-11ea-a344-121df0c29c1e
6887104,['H'],['H01'],['H01R'],['H01R43/0263'],['additional'],[3],"A cable end connector assembly adapted for mating with a complementary electrical connector, comprising: a dielectric housing defining a plurality of passageways extending in a front-to-back direction and comprising an upper wall, a lower wall opposite to the upper wall, and a pair of sidewalls connecting the upper and lower walls, a receiving space being defined by the upper wall, the lower wall and the pair of sidewalls and communicating with the passageways and adapted for receiving a mating portion of the complementary connector; a plurality of contact units respectively received in the passageways, each contact unit comprising three mating portions at one end thereof partially exposed into tho receiving specs and adapted for electrically connecting the complementary connector, and a tail portion connected to the three mating portions and extending beyond a rear face of the housing, wherein the tail portion has a U-shaped configuration; a plurality of wires extending in said front-to-back direction and each comprising a conductive core received in and soldered with the U-shaped tail portion of a corresponding contact unit to form electrical connection therebetween; and a cover over-molded with a rear end of the housing and coveting front aids of the wires and the tail portion of the contact units to protect the electrical connection between the wires and the contact units; further comprising, a spacer received in the rear end of the dielectric housing for preventing the melted plastic material of the cover from entering into the dielectric housing.",19b98b1f-ebc0-11ea-a344-121df0c29c1e
6887105,['H'],['H01'],['H01R'],['H01R13/6596'],['inventional'],[1],"A shield assembly for a connector that is connected to a port of a chassis, a cable extending from the connector, the shield assembly comprising: an electrically conductive cover defining a chamber to enclose the connector; an attachment mechanism adapted to attach the cover to the chassis; an electrically conductive gasket electrically contacted to the cover and adapted to be placed between the cover and chassis; and a cable engagement body having an opening with a width less than a width of the chamber, the opening adapted to surround an outer surface of a portion of the cable.",154e4d94-ebd0-11ea-a344-121df0c29c1e
6887106,['H'],['H01'],['H01R'],['H01R13/6582'],['inventional'],[0],"A shielding connector having a female housing and a male housing to be fitted on said female housing, each of said female and said male housings comprising: an outer housing and an inner housing suspended in the outer housing by a connection, the inner housing accommodating terminal fittings connected to an end of a shielding electric wire; and a metal shell having a rear end for contacting a braided wire of said shielding electric wire, the metal shell being inserted into a rear end of said outer housing and being mounted on a periphery of said inner housing, the metal shell having a front end with at least one slit for receiving said connection, a resiliently deformable contact plate being raised from said female metal shell at a portion near said front end of said female metal shell and projecting outwardly towards said male metal shell for contacting an inner surface of said male metal shell, said front end of said female metal shell forward from said contact plate being folded inwardly to contact a peripheral surface of said inner housing on which said female metal shell is mounted, wherein said female and male housings being fit together so that the respective terminal fittings thereof are connected, and so that projected ends of said metal shells of said female and male housings telescope together and cover the connection between the respective terminal fittings for electromagnetically shielding said terminal fittings, and said slits of said metal shells of said female and male housings being offset from each other.",0ea69f4e-ebc6-11ea-a344-121df0c29c1e
6887108,['Y'],['Y10'],['Y10S'],['Y10S439/904'],['additional'],[5],"An electrical adapter comprising: a printed circuit board (PCB) having a front side and a rear side; a first connector mounted on the front side of the PCB; a second connector mounted on the rear side of the PCB; and a pair of left and right covers assembled to the subassembly of the first connector, the second connector and the PCB, each cover having an upper portion, a lower portion, and a lateral portion connecting the upper portion and the lower portion; wherein each of the first connector and the second connector comprises an insulative housing having a pair of opposite bars projecting upwardly/downwardly therefrom and at least one projection spaced from a corresponding bar, and each cover has a pair of front beams and a pair of rear beams respectively extending downwardly/upwardly from the upper/lower portions thereof for being sandwiched between corresponding bars and projections of the first connector and the second connector.",0499743a-ebc0-11ea-a344-121df0c29c1e
6887109,['H'],['H01'],['H01R'],['H01R12/716'],['inventional'],[0],"An electrical adapter configured to be used in testing electrical devices, the electrical adapter comprising: a board having first and second opposing planar surfaces; a male electrical socket coupled to the first planar surface of the board, the male electrical socket comprising a plurality of blades and being configured to interface with a corresponding electrical connector of a first electrical device; and a female electrical socket coupled to the second planar surface of the board, the female electrical socket comprising a plurality of pairs of leaf pins and being configured to interface with a corresponding electrical connector of a second electrical device; the board including electrical connectors electrically coupling the male and female electrical sockets to each other.",35239b63-ebd2-11ea-a344-121df0c29c1e
6887110,['H'],['H01'],['H01R'],['H01R24/64'],['inventional'],[0],"A multi-port connector comprising a plurality of openings, each of said plurality of openings being bounded by a top and bottom wall and two side walls and each of said plurality of openings being capable of receiving at least two jack connectors therein concurrently.",31c75d8d-ebc4-11ea-a344-121df0c29c1e
6887119,['A'],['A63'],['A63H'],['A63H33/18'],['inventional'],[0],"A flying disc adapted to be thrown by humans and caught by dogs, the disc including: a. a rim; b. a flight plate; c. a transition area located between the flight plate and the rim; d. a top side; e. a bottom side; f. a first gripping surface formed in the transition area on the top side of the disc; g. the first gripping surface including a pattern of low-profile, staggered, noncontinuous segments which do not form a plurality of continuous annular ridges and grooves; h. whereby the first gripping surface pattern comprises a plurality of vortex generators when the disc is in flight, and said pattern substantially fails to trap dirt and particulate matter.",2803f1b3-ebb8-11ea-a344-121df0c29c1e
6887121,['A'],['A63'],['A63H'],['A63H33/26'],['inventional'],[0],"A toy including at least one article for location on and movement around a play base, said article having magnetically attractive means provided therein, movement means external to said article having further magnetically attractive means such that actuation of said movement means when magnetically close to the article exerts a moving force on the article and vice versa being caused by magnetic attraction between said article magnetically attractive means and said further magnetically attractive means and wherein said article is formed at least partially from substantially flexible material such that the moving force exerted on the article causes at least a part of said article to flex and move in response to the moving force.",067a0b67-ebb9-11ea-a344-121df0c29c1e
6887124,['H'],['H01'],['H01L'],['H01L21/67288'],['inventional'],[2],"A method of processing a substrate, comprising: transferring a first substrate from a storage station in a factory interface module to a polisher; breaking in a polishing pad at the polisher with the first substrate; returning the first substrate to the storage station; transferring a second substrate from a cassette through the factory interface module to the polisher; polishing the second substrate; cleaning the second substrate; and returning the second substrate to the cassette.",028f701f-ebcf-11ea-a344-121df0c29c1e
6887126,['H'],['H01'],['H01L'],['H01L22/26'],['inventional'],[0],"An apparatus for thinning a semiconductor wafer, comprising: a system for removing a portion of a backside of the semiconductor wafer; an optical system for measuring a thickness of the semiconductor wafer, wherein the optical system comprises a multi-wavelength light source positioned to illuminate a surface of the semiconductor wafer, a splitter, a movable mirror, and a non-segmented detector, the splitter positioned to allow a beam of light to be split to illuminate the movable mirror and the non-segmented detector; and a control system for halting the system for removing when the measured thickness of the semiconductor wafer reaches a predetermined thickness.",245bb0ee-ebc8-11ea-a344-121df0c29c1e
6887130,['B'],['B24'],['B24B'],['B24B37/26'],['inventional'],[0],"A chemical mechanical polishing (CMP) apparatus, comprising: a plate that holds a substrate; a polishing pad including pad pieces, wherein the polishing pad has a circular shape, a triangular shape, a quadrangular shape, or an elliptical shape; a pad assembly unit comprising a pad support device and a positioning device, wherein the pad support device comprises a plurality of support plates to which the pad pieces of the polishing pad can be attached, and wherein the positioning device can move at least one of the plurality of support plates in a direction along a surface of a substrate to be polished; and a rotation device operatively connected to the pad assembly unit.",1d054384-ebbe-11ea-a344-121df0c29c1e
6887131,['B'],['B24'],['B24B'],['B24B37/26'],['inventional'],[0],"A method comprising: determining a distribution of metal line features of a wafer, the distribution including a width of metal line features; and creating a polish pad having a roughness distribution based on the determined distribution of metal line features, wherein creating the polish pad comprises creating asperities on the polish pad having a width greater than the width of metal line features of the wafer.",2a62fdec-ebb7-11ea-a344-121df0c29c1e
6887136,['B'],['B24'],['B24B'],['B24B37/245'],['inventional'],[0],"A method of chemical mechanical polishing, comprising: contacting a substrate with a generally linear fixed-abrasive polishing sheet releasably secured to a first platen, the polishing sheet having a width greater than a diameter of the substrate; supplying a first polishing liquid to the polishing sheet, wherein the first polishing liquid includes at least one chemically-reactive agent; creating relative motion between the substrate and the polishing sheet to polish the substrate; incrementally advancing the polishing sheet in a linear direction across the top surface of the first platen after polishing at the first platen; contacting the substrate with a generally circular fixed-abrasive polishing pad secured to a second platen; supplying a second polishing liquid to the polishing pad, wherein the second polishing liquid includes at least one chemically-reactive agent; and rotating the second platen to create relative motion between the substrate and the polishing pad to polish the substrate.",29b309ba-ebb9-11ea-a344-121df0c29c1e
6887137,['C'],['C09'],['C09G'],['C09G1/02'],['inventional'],[1],"A slurry kit for chemical mechanical polishing (CMP) a substrate having a polishing stopper and a polishing target layer that covers the polishing stopper, the slurry kit comprising: a first aqueous slurry including at least one type of metal oxide abrasive particle and an anionic polymer passivation agent in a first concentration; and a second aqueous slurry comprising the at least one type of metal oxide abrasive particle and the anionic polymer passivation agent in a second concentration, wherein the second concentration is less than the first concentration, wherein the second aqueous slurry has a pH (potential of hydrogen) in a range of about over an isoelectric point of the polishing target layer to about less than an isoelectric point of the polishing stopper.",20472aa2-ebbe-11ea-a344-121df0c29c1e
6887139,['B'],['B24'],['B24B'],['B24B23/04'],['inventional'],[2],"A sander block device for mounting in a slot of a chuck of a saw which operates using reciprocating motion, which sander block comprises: (A) a sanding member, (B) a mount plate, having a length and a width, a front edge and a back edge, said standing member having a length and width parallel to the length and width of said mount plate; said mount plate having two sides: namely a first side and a second side, the sanding member being mounted on the second side of said mount plate; (C) a single upstanding arm, having a multiplicity of edges, including a top edge and a bottom edge, a forward edge, and an oblique edge, said arm being secured normal to the first side of said mount plate, along the bottom edge of said arm; the front edge of said arm being normal to and commencing at the bottom edge of said arm and terminating at the commencement of the oblique edge of said arm which oblique edge is upwardly and rearwardly directed relative to the front edge, and which oblique edge terminates at the top edge of said arm, said top edge of said arm having a trailing edge which extends rearwardly beyond the bottom edge of said arm and said trailing edge extending beyond the rear edge of said mount plate for insertion into the slot of the saw's chuck.",1417e506-ebd0-11ea-a344-121df0c29c1e
6887142,['B'],['B24'],['B24B'],['B24B55/00'],['inventional'],[1],"A grinding tool comprising a drive spindle ( 1 ) driven by a motor, in a working rotational direction (A), a tool receptacle ( 7 ) at a free end, a flange ( 2 ) non-rotationally disposed on the drive spindle ( 1 ) and a nut ( 3 ) threadable onto the free end ( 6 ) for clamping the tool ( 5 ) against the flange ( 2 ), wherein the tool ( 5 ) comprises a plurality of abrasive members 17 and wherein the tool receptacle ( 7 ) comprises an anti-rotation device that prevents a rotation of the tool ( 5 ) relative to the drive spindle ( 1 ) in the working rotational direction (A) of the drive spindle ( 1 ), wherein the anti-rotation device ( 4 ) is a spring element that pre-stresses the tool ( 5 ) towards the free end ( 6 ) of the drive spindle ( 1 ).",1c2bf910-ebb8-11ea-a344-121df0c29c1e
6887145,['A'],['A22'],['A22B'],['A22B5/0082'],['inventional'],[1],"A method for cleaning surface defining a cavity, the method comprising the steps of: providing a manifold body having a first axis therein and first and second outer conical fluid diversion surfaces; providing a ring disposed about the manifold having at least one inner surface, at least one outer surface, first and second inner conical fluid diversion surfaces facing the first and second outer conical fluid diversion surfaces, respectively, and adjacent both the inner surface and outer surface and a central axis aligned to the first axis of the manifold body, secured to the manifold body in such manner as to be freely rotatable with respect to the manifold body about the central axis; providing a first offset port in the manifold body having a principal axis substantially orthogonal to the first axis of the manifold body such that the principal axis of the first offset port intersects the inner surface of the central ring at an angle; passing a fluid through the first offset port and against the inner surface of the central ring at an angle so as to impart rotary momentum to the central ring; passing at least a portion of the fluid passing through the first offset port between the inner and outer fluid diversion surfaces; and directing the portion of the fluid passing between the fluid diversion surfaces at the surface to be cleaned.",16b659c9-ebc3-11ea-a344-121df0c29c1e
6887146,['Y'],['Y10'],['Y10T'],['Y10T408/50'],['additional'],[1],"A dust extraction shroud for a power tool having a working member adapted to penetrate a surface of a workpiece, the shroud comprising: a body portion defining a first inlet adapted to engage the surface of the workpiece and to surround a location at which said working member penetrates the surface; a first outlet adapted to be connected to a source of suction; a second inlet for enabling air to enter said body portion and travel to said first outlet; a third inlet for allowing said working member to pass through said body portion and said first inlet; and a first sealing means arranged in said third inlet for surrounding said working member and resisting the flow of air through said third inlet; wherein said body portion includes a protruding portion defining said second inlet between said protruding portion and said body portion adjacent thereto, and on a side of said protruding portion remote from said first inlet.",293659f3-ebc8-11ea-a344-121df0c29c1e
6887147,['Y'],['Y02'],['Y02T'],['Y02T50/44'],['additional'],[4],"An air outlet device for a vehicle comprising: a nozzle body with an air intake opening and an air outlet opening; a holding element formed with an accommodating opening having the nozzle body supported therein for rotation about a longitudinal axis extending through the air intake opening and the air outlet opening; and a valve body, arranged coaxially within the nozzle body and guided by the holding element, which valve body upon rotation of the nozzle body can be displaced in the nozzle body between a closing position for blocking the air outlet opening and a maximum opening position for clearing the air outlet opening for maximum air flow, wherein the valve body is provided, on its closing end facing towards the air outlet opening of the nozzle body, with a cover member, the cover member substantially covering the closing end of the valve body and being insertable into the closing end of the valve body.",38c67075-ebcc-11ea-a344-121df0c29c1e
6887149,['F'],['F24'],['F24F'],['F24F6/043'],['inventional'],[2],"A cooling system having a housing with an intake and an output vent, the output vent comprising: a framework configured to couple to the housing; directional louvers pivotally mounted in the framework; and a mesh grill mounted on the framework, with the mesh grill configured with openings such that the ratio of opening area to grill material area is more than forty percent, wherein the openings are configured in polygon shape.",13f4779e-ebd3-11ea-a344-121df0c29c1e
6887151,['G'],['G07'],['G07F'],['G07F17/3225'],['inventional'],[3],"A system for determining the outcome of a wager associated with a gaming application, comprising: a server that: hosts a gaming application for a plurality of users; monitors a plurality of game events during the execution of the gaming application; and communicates event information associated with at least one of the plurality of game events; a memory remotely coupled to the server that stores a plurality of wager records, at least one wager record associated with a wager between a first user and a second user and comprising a plurality of wager parameters; and a processor coupled to the memory that: receives the event information during the execution of the gaming application; and determines the outcome of the wager based at least in part upon the event information and the wager parameters.",12e08873-ebb9-11ea-a344-121df0c29c1e
6887152,['G'],['G07'],['G07F'],['G07F17/3258'],['inventional'],[0],"In a lottery game to be played among a plurality of groups, the lottery game requiring payment of an entry fee by a player and a method of paying prizes, the prizes consisting of a jackpot and first and second subordinate prizes, the method comprising the steps of: accumulating an individual group prize pool for each group participating in the lottery game from a first portion of the entry fee; accumulating a super prize pool from a second portion of the entry fee; paying the first subordinate prizes from individual group prize pools; paying the jackpot and the second subordinate prizes from the super prize pool in one or more groups having a jackpot winner; and creating a jackpot prize limit in one or more of the groups such that money in the super prize pool in excess of the jackpot prize limit is awarded as second subordinate prizes.",02e3d674-ebb7-11ea-a344-121df0c29c1e
6887154,['G'],['G07'],['G07F'],['G07F17/3258'],['inventional'],[0],"A progressive system for paying out a primary progressive prize and a secondary progressive prize comprising: a progressive controller including a controller processor and controller memory; a progressive display coupled to said progressive controller; funding module programming executed by said controller processor in said progressive controller, said funding module programming configured to maintain a primary progressive award and at least one secondary progressive award, said progressive display configured to display said primary progressive award and said at least one secondary progressive award and further configured to award said primary progressive award upon the occurrence of being notified of a win event and further using said notification of a win event for said primary progressive to determine a distribution of said at least one of said at least one secondary progressive award; a plurality of game devices, each having a corresponding game processor and game memory; a status indicator coupled to each said game device and useable to indicate said game device's current eligibility to participate in said at least one secondary progressive award; a network connecting each said game device to said progressive controller and to provide for communication therebetween; a game of chance executed by each said corresponding game device; enrollment module programming executed by each said corresponding game device, said enrollment module programming configured to: monitor said corresponding game device for a progressive winning event; maintain the status of said corresponding game device as to its eligibility to participate in at least one of said at least one secondary progressive award, said eligibility useable during said determining of a distribution; indicate the game said maintained current eligibility status of said corresponding game device on said status indicator.",3927aac0-ebbb-11ea-a344-121df0c29c1e
6887157,['A'],['A63'],['A63F'],['A63F9/24'],['inventional'],[0],"In a gaming machine including a master gaming controller, a display device and a memory device, a method of playing a game of chance, the method comprising: providing in the memory device on the gaming machine a three-dimensional geometrical description of a three-dimensional object in a three-dimensional gaming environment wherein the three-dimensional geometrical description is for defining vertices and surfaces of the three-dimensional object in the three-dimensional gaming environment; receiving a wager of an indicia of credit on an outcome of the game of chance wherein the game of chance is played on the gaming machine is controlled by the master gaming controller and wherein the gaming machine includes an input mechanism for allowing the indicia of credit to be added to the gaming machine and an output mechanism for allowing a player to receive the indicia of credit; determining under control of the master gaming controller a game outcome for the game of chance; positioning under control of the master gaming controller a virtual camera in the three-dimensional gaming environment wherein at least portion of the three-dimensional gaming environment captured by the virtual camera is for rendering i) a slot game of chance that includes symbols displayed on a payline of ii) a card game of chance that includes a display of a plurality of cards used in the card game of chance; rendering under control of the master gaming controller one or more two-dimensional images derived from the three-dimensional object using the position of the virtual camera in the three-dimensional gaming environment stored in the memory device on the gaming machine, said rendering comprising, assembling a plurality of vertices defining surfaces of the three-dimensional object from the three-dimensional geometrical description of the three-dimensional object; applying one or more of colors, textures shades and combinations thereof to the three-dimensional object; and projecting a portion of the plurality of vertices, defined in the three-dimensional gaming environment to a two-dimensional surface to generate the one more two-dimensional images wherein the gaming machine is operable to render the one or more two-dimensional images in real-time while the games of chance is being played on the gaming machine; and displaying under control of the master gaming controller the one or more rendered two-dimensional images to the display device on the gaming machine.",35c8a3c7-ebb8-11ea-a344-121df0c29c1e
6887158,['G'],['G05'],['G05G'],['G05G9/04788'],['inventional'],[4],"An operating device for a game machine, comprising: a main body; first and second grips protruding at spaced positions from said main body; a first operating unit mounted to said main body adjacent one of said spaced positions, said first operating unit having an input element operable to generate a signal; a second operating unit mounted to said main body adjacent another one of said spaced positions, said second operating unit having an input element operable to generate a signal; third and fourth operating units mounted to said main body, said third operating unit being positioned adjacent said first operating unit and having an input element operable to generate a signal, and said fourth operating unit being positioned adjacent said second operating unit and having a rotation member and an input element operable to generate a signal in response to an operation of said rotation member; and a vibration-imparting unit arranged in at least one of said first and second grips.",0e0fae0b-ebbe-11ea-a344-121df0c29c1e
